"","V1","V2","V3","V4"
"1",196.089996337891,49.6699981689453,500,86.870002746582
"2",193.479995727539,50.6100006103516,505.359985351562,89.5999984741211
"3",184.419998168945,51.0999984741211,490.220001220703,90.8300018310547
"4",193.050003051758,52.189998626709,501.429992675781,94.5599975585938
"5",197.369995117188,51.6500015258789,508.739990234375,95.5599975585938
"6",198.699996948242,51.5400009155273,507.950012207031,97.9599990844727
"7",205.899993896484,53.2400016784668,513.929992675781,100.01000213623
"8",207.080001831055,56.9500007629395,514.059997558594,98.0500030517578
"9",209.869995117188,59.25,544.650024414062,105.800003051758
"10",211.059997558594,57.5800018310547,527.5,103.139999389648
"11",212,57.9900016784668,549.5,109.220001220703
"12",214.759994506836,58.6699981689453,549.380004882812,107.839996337891
"13",213.630004882812,62.4599990844727,570.739990234375,107.970001220703
"14",217.360000610352,56.6599998474121,569.450012207031,106.330001831055
"15",207.660003662109,55.439998626709,567.609985351562,108.120002746582
"16",197,55.2099990844727,549,105.529998779297
"17",199.220001220703,53.5900001525879,524.630004882812,98.5800018310547
"18",206.279998779297,56.0699996948242,547.219970703125,101.150001525879
"19",199.699996948242,55.5099983215332,534.159973144531,96.6800003051758
"20",204.470001220703,56.689998626709,554.390014648438,101.209999084473
"21",216.710006713867,58,553.5,103.589996337891
"22",209.559997558594,57.6800003051758,542.909973144531,99.870002746582
"23",213.75,58.7900009155273,555.440002441406,103.23999786377
"24",216.779998779297,58.1800003051758,552.809997558594,100.709999084473
"25",215.869995117188,59.1599998474121,564,106.190002441406
"26",220,58.7799987792969,565.5,105.379997253418
"27",223.089996337891,58.8600006103516,566.890014648438,105.879997253418
"28",222.889999389648,60.6599998474121,591.510009765625,113
"29",226.479995727539,61.810001373291,597.989990234375,116.699996948242
"30",223.630004882812,62.4700012207031,603.140014648438,118.349998474121
"31",224.830001831055,61.8499984741211,587.580017089844,115.709999084473
"32",223.380004882812,61.6100006103516,582.47998046875,113.430000305176
"33",226.029998779297,63.0099983215332,594.400024414062,119.459999084473
"34",213.449996948242,60.7099990844727,578.5,115.230003356934
"35",206.509994506836,61.1199989318848,576.070007324219,116.139999389648
"36",207.809997558594,63.189998626709,595.010009765625,122.809997558594
"37",195.789993286133,60.4000015258789,559.77001953125,113.930000305176
"38",205.029998779297,60.7799987792969,567.090026855469,118.190002441406
"39",210.160003662109,62.8800010681152,583.549987792969,122.25
"40",202.610000610352,61.2400016784668,563.140014648438,117.5
"41",187.830001831055,59.9000015258789,543.599975585938,115.440002441406
"42",180.899993896484,58.3300018310547,510.5,108.23999786377
"43",175.369995117188,60.7400016784668,527.039978027344,113.449996948242
"44",167.839996337891,59.8499984741211,502.190002441406,105.680000305176
"45",181.429992675781,62.6699981689453,539.52001953125,114.220001220703
"46",180.070007324219,62.25,523.330017089844,112.680000305176
"47",188.869995117188,63.310001373291,544.400024414062,117.190002441406
"48",184.610000610352,62.9000015258789,537.630004882812,114.290000915527
"49",184.270004272461,63.7900009155273,547.190002441406,114.879997253418
"50",182.179992675781,64.7799987792969,549.380004882812,118.5
"51",185.330001831055,65.7799987792969,559.570007324219,119.900001525879
"52",178.210006713867,63.7299995422363,539.190002441406,114.279998779297
"53",181.559997558594,63.7599983215332,547.419982910156,114.860000610352
"54",182.610000610352,65.629997253418,575.989990234375,119.330001831055
"55",183,63.4799995422363,558.869995117188,116.379997253418
"56",175.100006103516,62.0400009155273,578.580017089844,121.099998474121
"57",172.850006103516,62.0200004577637,584,119.720001220703
"58",169.779998779297,64.870002746582,625.669982910156,128.639999389648
"59",165.75,64.5,608,125.709999084473
"60",165.789993286133,63.7700004577637,601.289978027344,126.76000213623
"61",171.669998168945,64,617.359985351562,133.600006103516
"62",175.770004272461,64.5500030517578,637.099975585938,141.520004272461
"63",175.190002441406,66.5400009155273,640.489990234375,143.050003051758
"64",182.119995117188,65.5599975585938,628,139.539993286133
"65",180.020004272461,66.25,626.559997558594,139.139999389648
"66",185.190002441406,67.0500030517578,639.880004882812,139.350006103516
"67",185.039993286133,68.2600021362305,634.320007324219,138.910003662109
"68",188.380004882812,65.4100036621094,630.429992675781,135
"69",196.649993896484,65.2200012207031,629.119995117188,135.100006103516
"70",192.389999389648,64.1900024414062,630.989990234375,134.139999389648
"71",195.919998168945,65.0199966430664,642.090026855469,134.410003662109
"72",192.490005493164,64.75,645.690002441406,133.729995727539
"73",190.940002441406,63.6300010681152,630.109985351562,130.889999389648
"74",186.080001831055,62.7000007629395,616.940002441406,128.589996337891
