"","V1","V2","V3","V4"
"1",235.136927366257,90.2103096903587,2201.26998901367,552.784376144409
"2",236.873673200607,91.7686539474799,2221.88754272461,555.95937538147
"3",233.404946327209,91.3660856655666,2211.58999633789,546.432497024536
"4",239.509479522705,93.3695290039997,2240.89999389648,561.322500228882
"5",242.746377468109,93.9812992057022,2267.31997680664,577.770629882812
"6",240.635988473892,93.4910002825211,2214.62249755859,573.720626831055
"7",242.250858783722,93.4515832978852,2200.28756713867,578.622501373291
"8",241.670652866364,93.4756016731262,2212.4899597168,577.869367599487
"9",242.447681903839,93.5853928157261,2195.2900390625,582.206876754761
"10",240.643698215485,92.9507601796364,2171.82247924805,579.833749771118
"11",244.25945353508,94.3829333830853,2214.7825012207,589.960622787476
"12",247.218358039856,94.9213505764397,2297.59997558594,603.827501296997
"13",246.89432144165,95.354722042473,2298.08248901367,600.85186958313
"14",246.093490600586,94.7132797338525,2288.02001953125,599.264377593994
"15",246.715390205383,95.325579867071,2276.52752685547,596.478750228882
"16",243.579140663147,94.950343287721,2283.61996459961,588.210620880127
"17",237.13179731369,91.8367654644713,2192.10000610352,561.83437538147
"18",242.098749160767,92.6759330691123,2247.00750732422,578.116247177124
"19",238.958463191986,91.6358174693828,2203.40747070312,563.312501907349
"20",243.591354370117,93.5091006609858,2281.93994140625,582.213125228882
"21",248.846276283264,95.3457853940068,2323.04000854492,594.379371643066
"22",244.987864017487,94.5868960302703,2367.19500732422,583.631248474121
"23",250.059453487396,95.6924836100364,2382.48498535156,596.526870727539
"24",251.937292098999,96.8492278566166,2408.84997558594,597.830629348755
"25",255.359400272369,97.1834683029019,2399.98248291016,598.429376602173
"26",257.339247226715,97.487796987806,2387.29498291016,598.588125228882
"27",258.441848278046,97.682694970345,2402.54998779297,597.655630111694
"28",260.969506263733,98.5323139404764,2401.50744628906,605.15062713623
"29",265.186327457428,98.7942573002407,2406.85754394531,609.07187461853
"30",264.807995796204,98.4474072359046,2421.42742919922,609.204998016357
"31",261.580310821533,97.9081664961212,2447.33502197266,603.966878890991
"32",259.701981544495,97.648635815601,2452.75750732422,601.937494277954
"33",261.610157489777,97.6352377521748,2433.22497558594,603.575620651245
"34",253.974401473999,95.4292582589753,2412.47497558594,581.591241836548
"35",251.116457939148,94.8685634574112,2421.21258544922,577.680004119873
"36",251.787603855133,95.6715203499307,2445.50250244141,582.318128585815
"37",241.750885009766,92.176741609768,2344.41744995117,557.38313293457
"38",242.762344837189,93.0433430866319,2370.05249023438,562.006872177124
"39",250.273669719696,95.1692897543615,2404.45245361328,578.958749771118
"40",245.362579345703,93.5192546163287,2379.26501464844,565.751251220703
"41",235.510649204254,91.1143629210336,2329.5299987793,541.314376831055
"42",228.599453926086,89.1463594047391,2319.9850769043,525.886878967285
"43",231.143906354904,90.7213724194741,2378.29254150391,533.515630722046
"44",223.558202981949,88.8726763822595,2338.08999633789,510.352504730225
"45",234.08122253418,91.7786792930292,2380.67501831055,535.39500617981
"46",233.64653801918,91.2345717391189,2379.54498291016,530.876251220703
"47",241.361094474792,93.2778968908349,2422.74005126953,552.026876449585
"48",237.610104084015,92.904619061217,2400.61248779297,547.475631713867
"49",241.356328487396,94.1256574903216,2410.52746582031,556.889995574951
"50",240.901329517365,94.2604876148457,2416.20751953125,553.075004577637
"51",241.976537227631,94.2404575153273,2442.70251464844,555.396253585815
"52",234.110365629196,91.700983037754,2358.12496948242,532.158748626709
"53",236.136171340942,92.2946061893385,2358.21496582031,537.448751449585
"54",240.296900272369,93.5089939759702,2353.00997924805,547.959371566772
"55",238.549296855927,91.8316563976054,2361.69747924805,543.111879348755
"56",233.426042795181,90.2967463804751,2341.84753417969,534.417503356934
"57",231.816119909286,90.4771643366132,2347.99746704102,535.568752288818
"58",237.341588020325,92.6841191758915,2358.96002197266,546.547496795654
"59",235.302162647247,92.3388519384423,2382.20751953125,541.916873931885
"60",233.685963392258,92.0823556355068,2373.04748535156,542.118755340576
"61",238.298305988312,93.1352711891641,2388.76751708984,553.662502288818
"62",242.55960893631,95.0484602694609,2452.74749755859,563.363746643066
"63",245.279844284058,96.2145460284486,2520.10498046875,569.82061958313
"64",246.197240829468,96.1614931456897,2519.95751953125,572.775005340576
"65",244.512758731842,95.2208774722352,2544.68493652344,571.055624008179
"66",248.087916851044,95.9455239140258,2560.78997802734,580.55624961853
"67",249.722603797913,95.8357984873713,2594.70245361328,582.330627441406
"68",249.605417251587,95.4405422697262,2571.96252441406,585.079374313354
"69",253.83838558197,95.8336376073409,2581.49749755859,590.413743972778
"70",250.829792022705,95.2564214103076,2570.99249267578,583.108751296997
"71",254.840389728546,96.3369974408831,2598.55249023438,595.371246337891
"72",254.251613616943,96.0787635822685,2614.21246337891,596.470006942749
"73",250.65169095993,95.1173869055145,2605.09246826172,588.255620956421
"74",248.783204555511,93.9352918060458,2563.08245849609,584.440011978149
"75",252.445676803589,95.0842247885101,2572.84753417969,593.121879577637
"76",251.760807037354,94.5087560731537,2544.13250732422,587.278123855591
"77",255.372995376587,95.8125064421673,2587.88494873047,595.991250991821
"78",257.474271297455,96.4082452326405,2625.97998046875,599.706874847412
"79",256.567004203796,95.8507600219882,2619.91998291016,596.273748397827
"80",254.236068725586,95.5814731850916,2675.63751220703,594.557497024536
"81",252.948356628418,95.92425527378,2698.84747314453,592.856872558594
"82",250.953385353088,94.4053587913513,2674.28002929688,587.679374694824
"83",249.453463077545,93.9409563979324,2641.29498291016,586.353754043579
"84",244.889973640442,92.5678250838299,2588.97253417969,574.443752288818
"85",243.08536529541,92.464935293003,2569.99249267578,573.003128051758
"86",242.371250629425,92.8026074487336,2576.10510253906,570.537490844727
"87",245.193724632263,93.5567436412889,2592.32751464844,579.340002059937
"88",240.024712085724,91.4060466338177,2521.75,557.919996261597
"89",241.724350452423,91.4498825657124,2512.60247802734,559.20062828064
"90",234.623801708221,89.2992294759166,2440.88000488281,541.899379730225
"91",235.468204498291,89.5788337162563,2464.9375,545.440624237061
"92",241.344791889191,91.3681532801414,2524.97991943359,558.52187538147
"93",239.615677833557,90.5001605870772,2525.96740722656,554.006872177124
"94",239.090233802795,90.2487200328282,2502.45001220703,553.549373626709
"95",239.778359889984,90.8080372810364,2520.50500488281,551.836883544922
"96",245.446823120117,92.5191799961791,2554.19250488281,567.057504653931
"97",244.254817485809,92.2705000468663,2533.92248535156,564.483751296997
"98",247.488333702087,93.1615991105839,2590.29498291016,572.855627059937
"99",248.055962562561,93.0538328521106,2592.50006103516,573.119375228882
