"","V1","V2","V3","V4"
"1",-0.104155042025267,-1.11425227356391,-1.9668754845353,0.40637570837284
"2",-0.0833357447639365,-1.03164600993787,-1.87435833229135,0.490153731283623
"3",-0.17405115948381,-1.1211044125379,-1.74693419588625,0.446662224338044
"4",-0.171000069342671,-0.920102581699532,-1.51035468328552,0.359803870083032
"5",-0.177013294969562,-0.819104562824168,-1.68196941983182,0.310322187291565
"6",-0.167611547294891,-0.855638091874269,-1.63944174222831,0.332311546283667
"7",-0.193857111095614,-0.842871867130997,-1.52229758932435,0.297033844849729
"8",-0.177112265235946,-0.8584290878584,-1.53348245124827,0.331384857953964
"9",-0.189301534461728,-0.893940381465715,-1.38575517648667,0.348983254175143
"10",-0.219371305659992,-0.986840005836122,-1.61200110643931,0.342383015720055
"11",-0.216922030793315,-0.901170082116592,-1.32443045816786,0.39745284887893
"12",-0.197941814817818,-0.799254683253372,-1.36062700342988,0.424556767338697
"13",-0.191939012519235,-0.76688991864499,-1.44089702584942,0.377351476544987
"14",-0.172490875897343,-0.832629513548584,-1.4607529429248,0.310113566978697
"15",-0.215368153063729,-0.867032716844481,-1.35660394374314,0.261429519800268
"16",-0.276047892583834,-0.930426405554089,-1.40558151713035,0.243035264210111
"17",-0.279663728643142,-1.18183155049977,-1.76724169509306,0.23580787801933
"18",-0.274068996262146,-1.02292670322904,-1.64951270305187,0.215566136229924
"19",-0.318134953610653,-1.0838114624602,-1.91836002095254,0.176304417696061
"20",-0.446392279139016,-0.883670688044906,-1.53601874916222,0.177055990132696
"21",-0.548632424045744,-0.70530666667238,-1.25381365152044,0.283746255714153
"22",-0.685104743457485,-0.861164198212751,-1.45330693789518,0.319955311632433
"23",-0.716950016386722,-0.690206567966761,-1.20636669373036,0.29750532204783
"24",-0.713185668564697,-0.655530030431531,-1.14774933886063,0.296850053812491
"25",-0.665351427810461,-0.537199432385432,-0.896679995546845,0.360121846225223
"26",-0.720742952135056,-0.536268606086387,-0.910339398554899,0.429053264597967
"27",-0.975964132279032,-0.515514108363887,-0.898759944073559,0.498434603174468
"28",-1.04206532259966,-0.390649738479691,-0.613676770620996,0.452422285996278
"29",-1.13688254254507,-0.290275252492536,-0.437879107849491,0.502445765991163
